Респондент,Сообщество,"Среднегодовой.доход,.тыс..$","Объем.потребленного.алкоголя.в.год,.л.",Количество.членов.семьи,Количество.лет.образования,"Доля.от.дохода.семьи.которая.тратится.на.продовольствие,.%",Коэффициент.Джини.сообщества,"Издержки.сообщества.на.окружающую.среду,.млн..$","Охват.беспроводной.связи.в.сообществе,.%","Количество.смертей.от.вирусных.и.респираторных.заболеваний.в.сообществе,.тыс..человек",Волатильность.потребительских.цен.в.сообществе,Ощущаемое.счастье
7814,240,375.643,45,1,9,50,0.403553561837403,284.76,0.53819014253131,13.52,5.49016455005469,5
7826,54,344.402,49,7,12,43,0.68935691020274,102.46,0.257852162008247,11.27,2.04648820895755,2
7831,131,757.271,46,4,18,40,0.579179931690676,211.99,0.495787193084798,12.48,3.90300062047982,7
7853,194,280.452,40,1,15,46,0.881701145603031,47.54,0.132217715337375,12.73,2.19607869309945,2
7855,314,635.779,58,4,13,51,0.186941074120025,349.92,0.838691058883039,2.49,6.64172769318468,6
7856,229,329.397,52,7,11,46,0.945257397956818,30.58,0.205119393318445,24.28,0.330733076922608,1
7864,368,742.285,37,10,22,31,0.880509249122969,71.57,0.197847800854627,14.19,2.07199850339566,6
7872,435,660.54,32,7,23,25,0.687314544113763,116.07,0.234873710672092,12.16,1.79771136315478,7
7874,507,804.111,47,3,18,49,0.307502152691138,223.84,0.524437440708983,13.31,5.04498661063002,7
7889,99,390.429,45,7,19,41,0.901502929262204,47.2,0.161875412118404,22.17,0.464319590460969,4
7918,575,267.384,50,11,11,47,0.864044381869968,38.61,0.126313868871976,33.83,0.543675194443065,0
7925,284,23.375,62,1,5,65,0.604355223695314,174.6,0.5913414167755,12.41,3.81475657633298,1
7942,561,339.676,46,7,18,39,0.67704582020751,151.99,0.388414810771297,13.26,3.89569878664323,6
7943,562,389.974,39,5,18,47,0.819936478616244,81.56,0.107869431370786,12.73,1.74087924026525,4
7944,207,26.805,71,5,7,65,0.942657158860126,9.2,0.208773542155336,33.25,0.732756450955344,0
7964,515,468.46,53,9,15,47,0.629689975209576,141.64,0.302509740299409,12.32,1.8152614919869,4
7970,153,653.506,43,5,23,39,0.129887415547477,326.07,0.809435469003922,1.68,6.73238294211278,9
7971,267,801.072,46,1,19,40,0.882718945848045,42.62,0.201480734522021,33.66,0.393937048557384,4
7977,192,794.156,45,3,18,37,0.131405612740119,333.62,0.83549074576789,2.95,6.45861249854782,9
7984,104,432.092,55,4,11,47,0.661426467149453,168.65,0.360119067247844,12.26,3.87323443768238,2
7985,330,481.515,46,4,17,41,0.833764750041665,61.18,0.178142243055669,33.03,0.387857796715896,4
7991,269,798.786,45,9,16,52,0.676608397870747,95.1,0.285346205712505,11.34,1.9807803062188,4
7996,492,146.537,60,4,8,66,0.858831342725574,75.76,0.17892040019593,11.49,1.94272348487546,1
8004,258,183.78,52,1,9,46,0.498872538598429,207.14,0.495534789969665,11.87,3.78955130723994,2
8005,448,306.734,50,3,13,48,0.666893297425262,104.13,0.266968529427666,11.66,1.80222544304371,2
8019,495,195.827,59,7,15,51,0.725292410343541,179.9,0.37883281245502,11.58,3.69620171749677,2
8022,246,802.513,34,1,23,32,0.713918969032872,173.4,0.360191860366364,12.06,3.8450643489759,8
8030,553,87.048,38,8,22,37,0.924119503436055,15.42,0.183917818325751,23.06,0.237023969536388,4
8037,37,87.816,63,3,6,64,0.924661531699434,28.31,0.198791231119967,34.02,0.2226461741051,0
8040,144,928.928,35,4,25,30,0.310095451170033,327.37,0.712821793348604,3.58,5.82691145106403,9
8049,293,138.164,75,5,4,74,0.869279703133416,76.26,0.227738666946205,12.56,2.07610492873215,0
8053,224,193.231,35,10,22,28,0.883402847524585,14.65,0.177723519671436,33.63,0.556826005746865,3
8067,560,224.185,58,3,7,52,0.383783189419231,237.84,0.470122440346716,13.18,5.28654774715469,3
8070,172,392.022,54,2,11,47,0.568859141740411,190.43,0.523554683843539,12.74,3.64459387744135,3
8072,294,60.99,57,5,11,49,0.308468966545694,336.18,0.714148738882873,2.86,5.52337625077853,5
8082,337,353.081,60,8,8,62,0.663516990054202,108.7,0.269633810852871,13.82,1.87133997132277,1
8084,521,612.397,51,2,12,44,0.177609697812762,331.4,0.913840761187251,3.12,6.31344440934418,7
8085,152,763.625,45,4,25,31,0.749398874470581,176.72,0.409112854771094,12.56,3.92675280595367,8
8088,219,319.115,53,1,11,49,0.793618070818629,80.89,0.185396540627954,11.37,1.74651768230791,2
8093,369,86.566,48,1,12,45,0.941381209512168,57.8,0.106644241823268,23.05,0.260374355380188,2
8098,167,663.122,51,1,14,46,0.892458054644603,47.92,0.134375160942273,22.92,0.532486304402135,4
8102,472,435.703,28,2,22,30,0.689902936676003,174.32,0.322932011504897,13.59,3.85015855839195,7
8108,587,326.302,58,6,12,46,0.415690661981868,266.04,0.551605271619174,12.81,5.4310707120499,5
8110,459,620.552,42,1,20,38,0.113681398580953,326.26,0.838205575226129,2.16,6.42752616653218,9
8118,98,214.418,45,9,7,49,0.756533985137797,39.07,0.192045589243768,11.93,1.63279873447328,1
8129,537,759.057,44,4,12,47,0.707164679889786,133.54,0.371837975797583,11.95,3.70201005505752,4
8137,533,733.679,44,6,12,44,0.23179126598395,357.91,0.899294142178151,2.36,6.6410377446479,6
8161,195,89.029,70,3,10,63,0.911736767598842,50.88,0.197103831746231,23.73,0.515048935591352,1
8163,160,876.87,34,6,17,38,0.382886819322624,324.2,0.692350481094575,2.75,5.68860561357399,8
8167,147,314.766,60,4,12,47,0.0510813855845065,362.35,0.876997699029419,2.69,6.58141506003282,5
8171,315,24.939,67,3,7,65,0.876900428491161,48.59,0.168167183708131,12.38,1.72722895151245,0
8200,508,765.323,36,2,24,32,0.454537349330529,175.54,0.534435556009079,11.08,3.75692106691175,9
8202,10,376.168,51,3,15,48,0.869528219080303,40.34,0.227802334912382,32.85,0.47144764452307,2
8207,257,860.404,47,3,19,42,0.787911233715602,93.35,0.22971920037571,12.38,1.6952869411273,7
8209,151,66.463,69,2,5,67,0.685700856399594,110.88,0.209959542139005,11.75,2.09615347169546,1
8218,557,551.176,50,9,21,38,0.968427522011736,28.0,0.16644696943431,31.87,0.313579345229258,4
8227,528,133.859,71,7,7,64,0.707216801274019,186.1,0.517666102365913,11.18,3.76257896612819,1
8234,18,520.261,56,1,9,45,0.641402649400906,95.75,0.227454258012181,12.09,1.90841538873615,2
8237,357,585.06,50,5,18,41,0.880841732283982,53.06,0.141577189097791,12.65,1.82818901688235,4
8244,207,22.435,72,4,8,68,0.942657158860126,9.2,0.208773542155336,33.25,0.732756450955344,0
8245,544,324.593,44,4,13,52,0.691073613615522,92.17,0.296840532434737,12.66,1.7940604798699,2
8251,409,654.153,49,4,15,55,0.752836464387471,60.06,0.177626483209399,12.81,1.81060222247535,4
8254,415,433.121,51,3,11,45,0.269714738982746,325.92,0.681387760962752,2.18,5.58104868258587,5
8258,372,430.887,52,3,14,51,0.556006948947243,176.6,0.573164199061044,11.91,3.61747390078291,5
8269,278,557.913,55,2,12,47,0.166312534806439,328.6,0.923985968792174,0.99,6.41004051168151,7
8275,227,708.126,40,5,20,28,0.712147286845531,104.18,0.207221508006352,13.01,1.88400782423039,7
8277,138,406.718,55,4,12,47,0.12638058284263,339.81,0.833584653784486,1.7,6.62274324921044,5
8289,209,135.138,58,3,6,69,0.824763678096831,47.39,0.185789776647603,22.23,0.498364377574329,0
8297,511,627.297,45,1,16,39,0.897228593108426,40.58,0.143281577868205,24.12,0.550674948346517,4
8298,253,290.717,39,6,20,24,0.928275201461015,13.02,0.262768542238249,23.91,0.538216284029001,5
8300,156,169.251,65,5,8,64,0.928039573882512,62.84,0.164964567756662,23.77,0.0,0
8308,551,746.695,48,7,16,43,0.764072626756002,93.29,0.261139494609312,13.12,1.98882971027018,4
8347,554,186.237,66,1,11,63,0.352116956279213,304.79,0.711282112480858,2.84,5.78288241988448,4
8350,593,48.005,51,9,12,46,0.687422291133475,106.59,0.252109392755822,13.36,1.83164592147782,2
8355,244,478.726,35,9,22,27,0.0568653155477999,386.12,0.881776739832411,0.6,6.56839661986294,9
8363,348,232.404,58,11,8,62,0.239936869033348,302.67,0.825882381111697,1.72,6.17455888538288,3
8364,454,338.456,48,1,10,45,0.186247039471976,315.28,0.839198994164683,1.98,6.52342344253369,5
8367,430,125.465,70,6,7,72,0.882510855751356,47.12,0.178884936648169,33.0,0.199959958169103,0
8410,461,310.089,45,2,17,46,0.87050868557553,10.47,0.197002063700298,33.04,0.696342177567096,2
8416,452,690.766,48,7,18,40,0.294701714865648,324.9,0.776505282863958,0.86,5.57249324345411,8
8440,412,38.335,61,2,8,61,0.294274748451635,299.35,0.699969448161596,2.09,5.57979063202236,3
8471,73,277.733,33,8,24,30,0.862796760973667,22.79,0.188497973861374,32.23,0.63474539556128,6
8472,133,16.506,70,3,7,70,0.859391925578487,0.86,0.147278917668705,34.56,0.569381463730513,0
8480,276,268.272,49,10,13,43,0.696108199112872,85.21,0.259062626622747,12.64,1.85528467587388,2
8487,374,897.998,40,2,21,29,0.348443114273234,315.8,0.739321922507898,0.81,5.53221665662012,9
8488,66,97.145,67,9,8,65,0.325045009079119,267.07,0.530042942357017,11.97,5.48492610102162,2
8506,366,59.978,45,1,18,39,0.6275135114067,148.54,0.316112697632404,11.78,3.83952542911645,6
8508,81,340.567,52,10,10,47,0.384137565580955,309.42,0.724449691147134,1.75,5.26662828847858,4
8516,297,875.794,31,5,25,31,0.189137134352805,336.39,0.913232532616335,1.57,6.55765385217386,9
8517,308,251.09,41,4,20,28,0.892124955783114,53.3,0.165916145103864,12.72,1.79822715940291,6
8522,227,119.832,66,4,4,69,0.712147286845531,104.18,0.207221508006352,13.01,1.88400782423039,0
8525,51,371.722,37,2,21,31,0.357608767746237,327.31,0.720003166453106,2.14,5.57133070342282,8
8532,467,91.364,61,9,7,63,0.172916646435984,326.09,0.910158775393077,2.87,6.3004416779391,3
8554,323,461.798,45,1,18,38,0.52659991855928,204.96,0.516718527754335,12.91,3.70101488805558,8
8560,308,205.295,47,2,16,48,0.892124955783114,53.3,0.165916145103864,12.72,1.79822715940291,2
8563,330,283.254,47,11,15,48,0.833764750041665,61.18,0.178142243055669,33.03,0.387857796715896,1
8574,291,203.44,62,4,12,63,0.685719458052574,142.56,0.24351952372233,12.2,1.68759522720062,1
8578,167,309.426,64,3,7,64,0.892458054644603,47.92,0.134375160942273,22.92,0.532486304402135,0
8581,181,769.906,35,6,22,28,0.156132591429666,368.63,0.914952187258372,1.8,6.42922237260812,9
8586,511,375.705,51,7,11,47,0.897228593108426,40.58,0.143281577868205,24.12,0.550674948346517,1
8588,53,877.17,45,10,22,41,0.424993858319437,263.52,0.516324975881431,12.33,5.60885947905563,7
8597,30,725.231,44,8,18,40,0.695710141320387,100.22,0.269331330702096,13.12,2.25818369185224,4
8606,386,175.417,60,5,6,67,0.577510361847627,200.37,0.478913869279672,12.82,3.65866476440274,1
8607,155,530.074,43,10,18,39,0.704445734407909,125.53,0.286418538597277,11.92,1.55200968027944,4
8609,338,392.729,42,4,17,48,0.548170741579308,197.67,0.517320285969079,13.65,3.83355865887235,5
8613,193,195.245,60,8,9,63,0.634968574652526,202.95,0.533934704695373,12.38,3.60569769066701,1
8619,555,789.613,50,5,19,34,0.591149870067161,196.95,0.508247306735789,9.89,3.75551059354038,7
8624,445,523.417,34,6,23,38,0.634367162006462,98.19,0.277267288658844,13.47,1.70381420593311,7
8625,259,208.486,68,10,7,67,0.855852390643453,27.05,0.121965652633479,32.16,0.10250305109051,0
8632,591,112.076,42,2,21,43,0.689186866220176,184.94,0.356226804297793,11.21,3.77169145503269,6
8638,370,88.746,44,4,16,34,0.924449670615696,51.52,0.140618315747838,22.59,0.509705284842194,2
8639,520,1432.03,20,6,12,27,0.311284949588475,240.57,0.504245492852762,12.58,5.2089496848587,7
8648,195,389.973,55,1,17,43,0.911736767598842,50.88,0.197103831746231,23.73,0.515048935591352,2
8658,558,363.637,57,2,10,60,0.477274358028004,208.71,0.474305298847145,11.94,3.78072347106783,3
8687,326,62.882,80,2,9,71,0.371989130875272,309.26,0.710003088757396,2.1,5.58497365847952,3
8689,75,116.852,47,11,11,48,0.113064160167985,335.27,0.846600654109442,3.25,6.69987546651495,4
8693,549,107.616,72,1,5,69,0.724282788909172,147.3,0.370856872269631,12.12,3.76347158086141,1
8705,282,41.815,61,8,7,68,0.669975574737209,146.71,0.385791211370486,12.79,3.77571457351737,0
8707,461,315.862,40,8,18,37,0.87050868557553,10.47,0.197002063700298,33.04,0.696342177567096,2
8742,461,79.162,73,4,7,63,0.87050868557553,10.47,0.197002063700298,33.04,0.696342177567096,0
8743,359,715.963,45,3,17,38,0.381215550897287,291.22,0.741072660381439,1.76,5.58864302922449,8
8747,67,297.477,52,1,15,50,0.0480633249903531,379.05,0.927271510141383,1.22,6.80289372052209,8
8760,183,60.943,75,4,4,73,0.340375183654145,248.53,0.604692488944849,11.67,5.27364764130623,2
8765,591,49.544,57,5,7,62,0.689186866220176,184.94,0.356226804297793,11.21,3.77169145503269,1
8768,110,583.689,42,3,22,34,0.414664308410773,338.06,0.680655017034609,2.38,5.54229626222807,9
8771,120,617.753,46,5,16,49,0.746943814346207,146.91,0.28773743839118,12.67,1.83072301780432,4
8789,30,116.788,73,8,8,68,0.695710141320387,100.22,0.269331330702096,13.12,2.25818369185224,0
8806,230,106.172,63,11,5,63,0.945861695762866,6.58,0.151256186199868,23.16,0.555593467525518,0
8810,23,144.477,34,3,27,28,0.85169039965452,86.49,0.114399158756651,12.72,2.03640527385624,6
8831,292,66.961,75,5,5,72,0.546059398375441,190.43,0.49015564788132,12.87,3.62963928838034,1
8832,19,178.109,37,3,23,35,0.190480155100567,304.54,0.834215551432253,2.49,6.13115089852924,8
8836,114,313.35,60,1,6,58,0.751101814552243,98.83,0.301474044200513,13.24,1.63294583645404,1
8840,266,63.64,74,9,8,71,0.360422552396207,256.37,0.546032303340487,11.2,5.27351858340584,1
8841,40,233.003,47,8,13,46,0.371219676336388,318.37,0.697380598516865,2.5,5.66049029673894,5
8850,458,386.305,57,5,11,46,0.491185970479713,263.05,0.563768835973378,11.67,5.396468145674,4
8851,59,768.717,43,3,15,49,0.734392811842712,186.45,0.345569232201419,12.4,3.76109550595866,4
8863,134,92.097,37,4,23,35,0.800736426571039,79.44,0.26691587437232,12.45,1.74125393224048,6
8880,393,977.084,19,3,13,22,0.284085748016902,328.03,0.70436150462956,1.71,5.39643959558376,9
8886,372,60.802,64,3,6,67,0.556006948947243,176.6,0.573164199061044,11.91,3.61747390078291,1
8887,227,676.912,45,7,25,33,0.712147286845531,104.18,0.207221508006352,13.01,1.88400782423039,7
8893,538,492.86,32,1,24,35,0.723431252937418,157.94,0.224892406509228,12.04,2.21186755136128,7
8894,395,292.26,46,5,16,49,0.897439336687778,82.4,0.200157565497618,11.24,1.95468556158209,2
8917,109,36.239,60,2,8,50,0.0759058085092309,380.2,0.811014275383708,1.09,6.5561960902038,5
8918,525,780.039,39,1,23,33,0.613849013431086,125.67,0.276364551184973,11.39,1.8003442358035,7
8923,446,44.1,52,12,11,47,0.851955282237543,66.76,0.212857266049271,10.96,2.0173432646876,1
8925,415,923.331,34,6,19,30,0.269714738982746,325.92,0.681387760962752,2.18,5.58104868258587,9
8945,566,460.466,52,8,13,42,0.635868326283836,78.78,0.240156647447716,13.42,2.01510268828203,2
8947,64,401.114,32,1,22,31,0.606716726409966,135.76,0.368337944699812,13.31,3.81303437417002,7
8969,529,99.831,36,1,22,30,0.725817212514095,75.97,0.183564362366328,11.5,1.705890773244,6
8981,509,294.582,36,1,23,27,0.178730467419508,328.55,0.868077368671302,2.82,6.52372256143539,9
8986,173,764.218,50,1,17,47,0.670497801829005,149.65,0.251023950033994,12.15,1.97597536986891,6
8992,99,206.151,55,4,10,50,0.901502929262204,47.2,0.161875412118404,22.17,0.464319590460969,1
8993,47,244.933,54,6,13,51,0.872610645049399,81.43,0.123058412382201,22.28,0.317862035030971,1
8997,471,77.526,74,7,9,63,0.273412658787799,319.52,0.722546138055201,0.63,5.51235955387986,3
8999,40,71.54,63,3,5,63,0.371219676336388,318.37,0.697380598516865,2.5,5.66049029673894,3
9012,123,680.631,46,4,18,48,0.189660983613976,306.49,0.803035760817912,2.96,6.4805202128133,8
9017,425,67.71,48,4,14,44,0.858441220719571,62.48,0.2416551439808,13.5,2.06035617507229,2
9030,266,305.765,51,3,19,39,0.360422552396207,256.37,0.546032303340487,11.2,5.27351858340584,8
9044,292,325.959,44,2,15,45,0.546059398375441,190.43,0.49015564788132,12.87,3.62963928838034,5
9054,266,271.798,52,1,11,50,0.360422552396207,256.37,0.546032303340487,11.2,5.27351858340584,5
9061,510,1004.429,43,10,20,29,0.927873922817043,54.76,0.220680606363292,13.53,1.78808497892616,6
9065,13,108.652,57,2,9,62,0.236895943035079,294.93,0.64388359921307,1.55,5.95537222577135,3
9075,334,252.045,46,9,14,47,0.981723852734411,47.81,0.17249731272457,31.78,0.69779482172961,1
9077,126,75.081,66,2,8,63,0.627187924196421,129.92,0.225314943448788,13.42,2.10009388335616,1
9080,353,293.868,48,12,17,53,0.510702081165599,195.66,0.528199174170259,12.24,3.67224949978974,4
9082,188,274.748,52,7,9,47,0.664352319111875,104.95,0.188509918860018,11.98,1.86276994322266,1
9083,237,911.489,34,3,23,31,0.707503567366141,138.45,0.205992357008069,11.21,1.82859508927081,7
9084,44,622.216,51,2,19,37,0.858192024074228,17.57,0.193541427950632,32.78,0.362212887501392,4
9086,324,189.814,65,9,9,61,0.871211397507335,78.19,0.176316511642927,11.31,1.7638488792697,0
9094,115,61.956,38,9,20,36,0.993755709275839,48.15,0.229781335151385,21.64,0.612630702287929,3
9096,466,39.634,45,3,9,48,0.666922238369294,146.86,0.388929005161373,13.12,3.94294221672823,1
9103,221,177.239,69,3,10,65,0.92333171146711,16.56,0.175914158362273,32.63,0.347596246239806,0
9105,423,111.663,38,5,20,33,0.608083768272002,197.16,0.330139764949959,14.18,3.77148688381524,6
9107,260,199.772,73,1,6,66,0.172393061716065,320.44,0.878551454232128,1.71,6.38811247749875,3
9109,367,35.277,66,4,5,65,0.0536911070728679,358.84,0.849300990088507,2.57,6.46224992822903,3
9129,274,645.089,47,2,16,49,0.121400693882668,373.87,0.85275735625948,2.32,6.78009182113967,8
9140,276,48.076,73,1,8,67,0.696108199112872,85.21,0.259062626622747,12.64,1.85528467587388,1
9162,428,72.986,59,10,11,69,0.746025612436404,118.38,0.257996597393829,11.58,1.88324800063345,1
9166,575,505.175,53,7,13,47,0.864044381869968,38.61,0.126313868871976,33.83,0.543675194443065,2
9171,275,441.594,55,5,9,44,0.772482119275163,113.54,0.310168107832511,11.78,2.03831182747829,2
9172,358,136.9,42,10,12,48,0.365740677302984,314.51,0.69145815684043,1.49,5.62824531709678,4
9180,97,355.519,45,3,23,43,0.633911193869143,131.72,0.35509437555808,12.98,3.45221517061137,7
9182,466,79.519,36,4,21,29,0.666922238369294,146.86,0.388929005161373,13.12,3.94294221672823,6
9185,145,364.011,48,7,15,53,0.155018774260581,346.58,0.819313952950405,1.56,6.71341359404987,5
9188,39,55.102,56,10,13,47,0.906133587111178,84.07,0.144487661109697,13.41,1.94677567985886,1
9197,250,888.158,32,2,21,26,0.680793306133277,163.78,0.369902832526371,12.1,3.89377068504356,7
9202,197,130.854,53,1,10,45,0.367580427014634,286.51,0.517172832750182,13.04,5.24632671021906,5
9203,294,128.532,37,3,23,32,0.308468966545694,336.18,0.714148738882873,2.86,5.52337625077853,8
9206,436,349.583,49,1,16,47,0.127986856020237,353.29,0.837986545573464,1.91,6.33315174842849,8
9207,542,114.631,68,7,11,66,0.846705986714252,58.45,0.187753723965221,22.96,0.622413873513463,0
9209,488,161.683,55,4,8,47,0.709658360729452,136.06,0.388929694548887,12.55,3.75640846564505,1
9211,0,186.908,57,3,11,45,0.752713250250207,126.0,0.446738783920045,12.56,3.90329989652534,2
9213,449,163.474,70,4,4,64,0.0469041630544133,357.43,0.884289142272144,0.93,6.69979389888137,3
9229,381,743.796,42,5,20,39,0.475595181446159,223.95,0.574755173700436,11.37,3.75311110391318,7
9239,288,410.582,49,1,16,46,0.132660450896214,334.72,0.869599664281641,1.36,6.35350130201908,8
9240,162,185.455,37,5,21,29,0.035759301319087,344.85,0.867770093035381,0.93,6.74647657686545,8
9245,459,151.87,68,4,7,64,0.113681398580953,326.26,0.838205575226129,2.16,6.42752616653218,3
9254,166,308.664,37,2,21,25,0.630163084636663,147.27,0.310139304371012,12.84,3.33959947707819,6
9286,369,27.839,76,4,7,71,0.941381209512168,57.8,0.106644241823268,23.05,0.260374355380188,0
9287,402,239.516,34,7,26,28,0.319372203940157,299.76,0.552312793571415,11.96,5.3318539363647,8
9310,2,163.657,67,5,6,62,0.235625324993569,299.34,0.725899255252895,2.11,5.20071359773767,3
9319,138,861.716,32,4,18,27,0.12638058284263,339.81,0.833584653784486,1.7,6.62274324921044,9
9321,78,639.501,46,1,21,37,0.695405665753619,93.1,0.294960920357009,12.73,2.03824928643949,7
9326,423,48.029,57,5,11,47,0.608083768272002,197.16,0.330139764949959,14.18,3.77148688381524,2
9330,4,80.523,61,1,7,67,0.546048570215434,194.23,0.555707276678639,12.75,3.9444472769223,1
9331,77,207.219,62,3,3,66,0.286866267616159,316.1,0.660196323180729,0.54,5.59956321122201,3
9343,335,73.183,45,6,22,42,0.875786097627857,61.32,0.231970361497713,12.78,1.79294357840321,5
9366,39,110.487,46,1,20,33,0.906133587111178,84.07,0.144487661109697,13.41,1.94677567985886,6
9369,33,1058.764,30,6,21,30,0.72705202569093,99.21,0.195327898844737,11.34,2.14787637960435,7
9371,25,479.668,51,9,11,43,0.850062925341514,11.52,0.108712459331817,32.21,0.288522071532429,1
9378,468,161.368,41,4,17,41,0.832058856571518,42.72,0.152796343716694,21.76,0.512066957847411,2
9383,583,98.783,57,2,13,65,0.214929114543409,317.71,0.899883999815275,1.69,6.66596616459357,5
9400,70,224.66,39,10,18,39,0.854011071090364,71.82,0.209262515418677,11.64,1.83556533918736,2
9404,332,167.314,32,7,22,32,0.872569895760954,17.72,0.174977446131937,23.52,0.620520246979563,5
9407,253,310.164,42,3,22,31,0.928275201461015,13.02,0.262768542238249,23.91,0.538216284029001,6
9416,156,363.143,45,4,14,51,0.928039573882512,62.84,0.164964567756662,23.77,0.0,2
9417,294,192.627,22,1,14,26,0.308468966545694,336.18,0.714148738882873,2.86,5.52337625077853,8
9418,149,535.37,50,6,15,48,0.672444939092889,132.14,0.248792720141421,11.67,1.94703333419081,4
9428,254,453.497,42,3,20,39,0.872204321519719,63.47,0.19429850804026,13.32,1.71890221419127,6
9432,452,346.536,45,1,12,49,0.294701714865648,324.9,0.776505282863958,0.86,5.57249324345411,5
9450,551,758.683,52,6,13,48,0.764072626756002,93.29,0.261139494609312,13.12,1.98882971027018,4
9452,561,381.374,40,5,25,32,0.67704582020751,151.99,0.388414810771297,13.26,3.89569878664323,7
9455,342,47.154,59,3,8,64,0.661554753899762,116.56,0.232939863190744,11.41,1.80867868341813,1
9456,221,388.343,51,6,10,50,0.92333171146711,16.56,0.175914158362273,32.63,0.347596246239806,1
9459,345,167.813,69,7,6,64,0.72309565579392,138.63,0.369820394750087,12.36,3.94365266478469,0
9460,501,802.678,52,2,15,45,0.924611918738412,17.91,0.145321350413026,34.2,0.729659575093084,4
9463,365,160.728,73,5,6,70,0.398376730412564,275.3,0.559086873103896,13.12,5.55612497729151,3
9465,1,44.022,45,8,7,49,0.157861339397933,328.54,0.782842214489685,2.12,6.48266697177716,4
9470,442,92.097,49,2,13,51,0.844521054862993,44.42,0.206735472885082,13.21,1.73632308461796,2
9473,0,199.983,58,4,15,51,0.752713250250207,126.0,0.446738783920045,12.56,3.90329989652534,2
9481,376,58.976,66,4,7,63,0.946391688507339,35.25,0.14429760212046,33.0,0.146471660629314,0
9498,34,207.232,55,5,11,48,0.895635156893975,9.97,0.225820078269057,32.64,0.491227622375506,1
9505,231,500.922,44,10,20,40,0.9078882603404,52.8,0.268805576751655,12.51,1.62508634374452,4
9507,14,672.777,44,4,17,49,0.570557442891639,198.01,0.494350341497268,11.95,3.6793153389044,6
9509,180,227.655,35,4,20,25,0.376128004609664,298.07,0.500572597975213,12.71,5.0668171716656,8
9516,29,683.954,49,11,14,48,0.897586754477592,33.65,0.145174688623325,33.59,0.359914844795656,4
9517,140,718.024,23,7,16,22,0.213269173451214,292.17,0.668541106445719,1.88,5.54024039325571,8
9519,277,29.605,69,7,7,62,0.527407827178868,179.95,0.523720855412531,12.68,3.66536852432985,1
9536,285,664.28,51,6,10,48,0.232279642829207,240.39,0.528611328551834,13.64,5.37196885493045,4
9537,261,37.362,54,7,10,47,0.253781203543798,281.03,0.749933922808894,1.56,5.42640083105039,5
9538,570,693.615,34,5,24,30,0.527477399084607,170.83,0.466761512486337,12.52,3.6562437000755,8
9539,543,421.523,39,11,20,31,0.109902372455036,311.99,0.872554421596275,1.33,6.37352073627504,8
9544,240,318.278,54,7,13,43,0.403553561837403,284.76,0.53819014253131,13.52,5.49016455005469,5
9547,270,68.183,46,11,9,47,0.833148518444945,22.97,0.179594903621012,34.25,0.52670728781199,0
9549,277,25.228,69,6,5,68,0.527407827178868,179.95,0.523720855412531,12.68,3.66536852432985,1
9555,369,144.887,60,1,15,46,0.941381209512168,57.8,0.106644241823268,23.05,0.260374355380188,2
9567,169,179.077,79,1,5,74,0.947225319549459,41.27,0.144814565072669,22.41,0.12224984441607,0
9578,379,767.803,41,8,20,32,0.668605128696235,147.22,0.383025537281874,13.07,3.80335790762205,7
9589,523,170.356,31,6,22,22,0.544622249296507,179.03,0.602158356386989,12.72,3.79447986817902,6
9593,449,946.989,42,3,22,24,0.0469041630544133,357.43,0.884289142272144,0.93,6.69979389888137,9
9596,187,100.217,73,2,10,72,0.863091841658898,43.71,0.219779878301566,22.69,0.616603610250458,1
9607,173,183.146,66,3,11,63,0.670497801829005,149.65,0.251023950033994,12.15,1.97597536986891,1
9609,407,715.567,39,5,21,42,0.636211101175586,132.77,0.308382950647382,11.91,1.89803663176459,7
9621,449,430.442,55,9,11,45,0.0469041630544133,357.43,0.884289142272144,0.93,6.69979389888137,5
9628,176,896.925,35,5,20,30,0.919272183879313,35.7,0.195824530567216,21.24,0.3506871970755,6
9633,392,148.507,55,4,11,49,0.0596645609714513,356.81,0.868611580957593,1.64,6.81252952597191,5
9635,426,94.985,74,10,8,67,0.929239982968401,29.1,0.214038382546062,22.68,0.284766527788849,0
9637,455,391.085,56,10,11,50,0.566731476852529,158.88,0.43738525317595,13.91,3.72785094790292,2
9663,11,172.82,33,3,24,30,0.128211236750798,388.53,0.88474471530816,2.56,6.54980351949465,9
9673,298,167.124,30,1,22,28,0.49472773922302,196.64,0.542334973019398,11.83,3.73067105471245,8
9683,102,362.982,35,5,23,29,0.300277965801239,271.05,0.561489836677817,12.26,5.47119308376432,8
9695,406,90.561,68,3,8,62,0.774185640743697,58.9,0.195459155746757,11.31,1.60188689939744,1
9699,278,90.818,66,2,3,68,0.166312534806439,328.6,0.923985968792174,0.99,6.41004051168151,3
9702,594,1072.322,25,8,21,27,0.0365321382357348,353.8,0.816610165087213,2.67,6.92696580418704,9
9705,463,651.368,36,8,23,35,0.805863502994478,128.64,0.365458770135258,12.72,3.63607981518681,7
9708,485,154.702,61,3,3,67,0.401414210084567,338.69,0.704846749523947,0.99,5.66532032642951,3
9709,96,619.1,46,3,14,47,0.728608562175572,101.87,0.247413431434701,12.33,1.93788023052435,4
9710,380,541.075,45,3,15,49,0.312122763608146,307.66,0.732307927186275,1.03,5.38507015637039,8
9713,464,251.751,37,2,17,42,0.785641397479207,86.32,0.156413660457173,12.51,1.65532994308588,3
